path,tag,rating,title
europe/france/paris/sacre_coeur.md,sight,4,Sacré-Cœur Basilica
europe/france/paris/pere_lachaise.md,sight,4,Père Lachaise Cemetery
europe/france/paris/pantheon.md,sight,4,The Panthéon
europe/france/paris/palais_royal.md,sight,3,Palais Royal Gardens
europe/france/paris/cafe_de_flore.md,sight,3,Café de Flore
europe/france/paris/les_deux_magots.md,sight,2,Les Deux Magots
europe/france/paris/stravinsky_fountain.md,sight,2,Stravinsky Fountain
europe/france/paris/jardin_du_luxembourg.md,park,5,Jardin du Luxembourg
europe/france/paris/buttes_chaumont.md,park,4,Parc des Buttes-Chaumont
europe/france/paris/palais_royal.md,park,3,Palais Royal Gardens
europe/france/paris/notre_dame.md,architecture,5,Notre-Dame Cathedral
europe/france/paris/sainte_chapelle.md,architecture,5,Sainte-Chapelle
europe/france/paris/versailles.md,architecture,5,Palace of Versailles
europe/france/paris/pantheon.md,architecture,4,The Panthéon
europe/france/paris/louvre.md,architecture,4,Louvre Museum
europe/france/paris/tour_saint_jacques.md,architecture,3,Tour Saint-Jacques
europe/france/paris/saint_gervais.md,architecture,2,Church of Saint-Gervais-et-Saint-Protais
europe/unitedkingdom/england/london/british_museum.md,museum,5,British Museum
europe/unitedkingdom/england/london/national_gallery.md,museum,5,National Gallery
europe/unitedkingdom/england/london/natural_history_museum.md,museum,5,Natural History Museum
europe/unitedkingdom/england/london/victoria_and_albert_museum.md,museum,5,Victoria and Albert Museum
europe/unitedkingdom/england/london/sir_john_soanes_museum.md,museum,5,Sir John Soane's Museum
europe/unitedkingdom/england/london/science_museum.md,museum,4,Science Museum
europe/unitedkingdom/england/london/churchill_war_rooms.md,museum,4,Churchill War Rooms
europe/unitedkingdom/england/london/leighton_house.md,museum,4,Leighton House Museum
europe/unitedkingdom/england/london/design_museum.md,museum,3,Design Museum
europe/unitedkingdom/england/london/the_photographers_gallery.md,museum,3,The Photographers' Gallery
europe/unitedkingdom/england/london/tower_of_london.md,sight,5,Tower of London
europe/unitedkingdom/england/london/houses_of_parliament.md,sight,5,Houses of Parliament and Big Ben
europe/unitedkingdom/england/london/trafalgar_square.md,sight,4,Trafalgar Square
europe/unitedkingdom/england/london/highgate_cemetery.md,sight,4,Highgate Cemetery
europe/unitedkingdom/england/london/shakespeares_globe.md,sight,4,Shakespeare's Globe
europe/unitedkingdom/england/london/buckingham_palace.md,sight,4,Buckingham Palace
europe/unitedkingdom/england/london/sky_garden.md,sight,2,Sky Garden
europe/unitedkingdom/england/london/london_eye.md,landmark,4,London Eye
europe/unitedkingdom/england/london/tower_of_london.md,landmark,5,Tower of London
europe/unitedkingdom/england/london/houses_of_parliament.md,landmark,5,Houses of Parliament and Big Ben
europe/unitedkingdom/england/london/borough_market.md,market,5,Borough Market
europe/unitedkingdom/england/london/columbia_road_flower_market.md,market,5,Columbia Road Flower Market
europe/unitedkingdom/england/london/brick_lane.md,market,4,Brick Lane
europe/unitedkingdom/england/london/portobello_road_market.md,market,4,Portobello Road Market
europe/unitedkingdom/england/london/camden_market.md,market,3,Camden Market
europe/unitedkingdom/england/london/covent_garden.md,market,3,Covent Garden
europe/unitedkingdom/england/london/rochelle_canteen.md,restaurant,5,Rochelle Canteen
europe/unitedkingdom/england/london/lyles.md,restaurant,5,Lyle's
europe/unitedkingdom/england/london/gymkhana.md,restaurant,5,Gymkhana
europe/unitedkingdom/england/london/the_quality_chop_house.md,restaurant,5,The Quality Chop House
europe/unitedkingdom/england/london/bao.md,restaurant,4,BAO
europe/unitedkingdom/england/london/mangal_2.md,restaurant,4,Mangal 2
europe/unitedkingdom/england/london/india_club.md,restaurant,4,India Club
europe/unitedkingdom/england/london/rasa.md,restaurant,3,Rasa
europe/unitedkingdom/england/london/happiness_forgets.md,bar,5,Happiness Forgets
europe/unitedkingdom/england/london/the_french_house.md,bar,5,The French House
europe/unitedkingdom/england/london/prospect_of_whitby.md,bar,4,Prospect of Whitby
europe/unitedkingdom/england/london/fabric.md,bar,4,Fabric
europe/unitedkingdom/england/london/bar_termini.md,bar,4,Bar Termini
europe/unitedkingdom/england/london/bermondsey_beer_mile.md,bar,4,Bermondsey Beer Mile
europe/unitedkingdom/england/london/st_pauls_cathedral.md,architecture,5,St Paul's Cathedral
europe/unitedkingdom/england/london/houses_of_parliament.md,architecture,5,Houses of Parliament and Big Ben
europe/unitedkingdom/england/london/westminster_abbey.md,architecture,5,Westminster Abbey
europe/unitedkingdom/england/london/leadenhall_market.md,architecture,4,Leadenhall Market
europe/unitedkingdom/england/london/tower_of_london.md,architecture,4,Tower of London
europe/unitedkingdom/england/london/kew_gardens.md,park,5,Kew Gardens
europe/unitedkingdom/england/london/hyde_park.md,park,4,Hyde Park
europe/unitedkingdom/england/london/hampton_court_palace.md,park,4,Hampton Court Palace
europe/unitedkingdom/england/london/westminster_abbey.md,church,5,Westminster Abbey
europe/unitedkingdom/england/london/windsor_castle.md,church,4,Windsor Castle
europe/italy/lazio/rome/galleria_borghese.md,museum,5,Galleria Borghese
europe/italy/lazio/rome/vatican_museums_and_sistine.md,museum,5,Vatican Museums & Sistine Chapel
europe/italy/lazio/rome/capitoline_museums.md,museum,5,Capitoline Museums
europe/italy/lazio/rome/castel_santangelo.md,museum,4,Castel Sant'Angelo
europe/italy/lazio/rome/baths_of_caracalla.md,museum,4,Baths of Caracalla
europe/italy/lazio/rome/centrale_montemartini.md,museum,4,Centrale Montemartini
europe/italy/lazio/rome/domus_aurea.md,museum,4,Domus Aurea
europe/italy/lazio/rome/capuchin_crypt.md,museum,4,Capuchin Crypt
europe/italy/lazio/rome/galleria_spada.md,museum,4,Galleria Spada
europe/italy/lazio/rome/barracco_museum.md,museum,3,Barracco Museum
europe/italy/lazio/rome/museum_of_roman_civilization.md,museum,3,Museum of Roman Civilization
europe/italy/lazio/rome/pantheon.md,church,5,Pantheon
europe/italy/lazio/rome/st_peters_basilica_and_vatican.md,church,5,St. Peter's Basilica & Vatican
europe/italy/lazio/rome/il_gesu.md,church,4,Il Gesù
europe/italy/lazio/rome/san_pietro_in_vincoli.md,church,4,San Pietro in Vincoli
europe/italy/lazio/rome/sant_ignazio.md,church,4,Sant'Ignazio
europe/italy/lazio/rome/scala_sancta.md,church,2,Scala Sancta
europe/italy/lazio/rome/roman_forum.md,sight,5,Roman Forum
europe/italy/lazio/rome/trevi_fountain.md,sight,5,Trevi Fountain
europe/italy/lazio/rome/colosseum.md,sight,5,Colosseum
europe/italy/lazio/rome/spanish_steps.md,sight,4,Spanish Steps
europe/italy/lazio/rome/via_appia_antica.md,sight,4,Via Appia Antica
europe/italy/lazio/rome/pyramid_of_cestius.md,sight,4,Pyramid of Cestius
europe/italy/lazio/rome/protestant_cemetery.md,sight,3,Protestant Cemetery
europe/italy/lazio/rome/aventine_keyhole.md,sight,4,Aventine Keyhole
europe/italy/lazio/rome/roscioli_salumeria_con_cucina.md,restaurant,5,Roscioli Salumeria con Cucina
europe/italy/lazio/rome/armando_al_pantheon.md,restaurant,5,Armando al Pantheon
europe/italy/lazio/rome/pizzarium.md,restaurant,5,Pizzarium
europe/italy/lazio/rome/felice_a_testaccio.md,restaurant,5,Felice a Testaccio
europe/italy/lazio/rome/da_cesare_al_casaletto.md,restaurant,5,Da Cesare al Casaletto
europe/italy/lazio/rome/santo_palato.md,restaurant,5,Santo Palato
europe/italy/lazio/rome/pizzeria_da_remo.md,restaurant,4,Pizzeria Da Remo
europe/italy/lazio/rome/checchino_dal_1887.md,restaurant,4,Checchino dal 1887
europe/italy/lazio/rome/perilli_a_testaccio.md,restaurant,4,Perilli a Testaccio
europe/italy/lazio/rome/trattoria_monti.md,restaurant,4,Trattoria Monti
europe/italy/lazio/rome/da_baffetto.md,restaurant,3,Da Baffetto
europe/italy/lazio/rome/sant_eustachio_il_caffe.md,bar,5,Sant'Eustachio il Caffè
europe/italy/lazio/rome/pimms_good.md,bar,5,Pimm's Good
europe/italy/lazio/rome/rimessa_roscioli.md,bar,4,Rimessa Roscioli
europe/italy/lazio/rome/il_sorpasso.md,bar,4,Il Sorpasso
europe/italy/lazio/rome/ma_che_siete_venuti_a_fa.md,bar,4,Ma Che Siete Venuti a Fà
europe/italy/lazio/rome/fafiuche.md,bar,3,Fafiuche
europe/italy/lazio/rome/bar_san_calisto.md,bar,2,Bar San Calisto
europe/italy/lazio/rome/mercato_di_testaccio.md,market,5,Mercato di Testaccio
europe/italy/lazio/rome/porta_portese_flea_market.md,market,4,Porta Portese Flea Market
europe/italy/lazio/rome/campo_de_fiori_market.md,market,4,Campo de' Fiori Market
europe/italy/lazio/rome/volpetti.md,market,5,Volpetti
europe/italy/lazio/rome/roman_forum.md,landmark,5,Roman Forum
europe/italy/lazio/rome/pantheon.md,landmark,5,Pantheon
europe/italy/lazio/rome/st_peters_basilica_and_vatican.md,landmark,5,St. Peter's Basilica & Vatican
europe/italy/lazio/rome/trevi_fountain.md,landmark,4,Trevi Fountain
europe/spain/catalonia/barcelona/sagrada_familia.md,architecture,5,Sagrada Família
europe/spain/catalonia/barcelona/casa_batllo.md,architecture,5,Casa Batlló
europe/spain/catalonia/barcelona/parc_guell.md,architecture,5,Parc Güell
europe/spain/catalonia/barcelona/pavello_mies_van_der_rohe.md,architecture,5,Pavelló Mies van der Rohe
europe/spain/catalonia/barcelona/palau_guell.md,architecture,4,Palau Güell
europe/spain/catalonia/barcelona/casa_calvet.md,architecture,3,Casa Calvet
europe/spain/catalonia/barcelona/sagrada_familia.md,sight,5,Sagrada Família
europe/spain/catalonia/barcelona/passeig_de_gracia.md,sight,4,Passeig de Gràcia
europe/spain/catalonia/barcelona/camp_nou.md,sight,3,Camp Nou
europe/spain/catalonia/barcelona/tickets.md,restaurant,5,Tickets
europe/spain/catalonia/barcelona/quimet_quimet.md,restaurant,5,Quimet & Quimet
europe/spain/catalonia/barcelona/bar_pinotxo.md,restaurant,5,Bar Pinotxo
europe/spain/catalonia/barcelona/la_cova_fumada.md,restaurant,4,La Cova Fumada
europe/spain/catalonia/barcelona/la_pepita.md,restaurant,4,La Pepita
europe/spain/catalonia/barcelona/cerveceria_catalana.md,restaurant,4,Cervecería Catalana
europe/spain/catalonia/barcelona/el_xampanyet.md,restaurant,4,El Xampanyet
europe/spain/catalonia/barcelona/bar_celta_pulperia.md,restaurant,3,Bar Celta Pulpería
europe/germany/berlin/pergamonmuseum.md,museum,5,Pergamon Museum
europe/germany/berlin/jewish_museum_berlin.md,museum,5,Jewish Museum Berlin
europe/germany/berlin/stasi_museum.md,museum,5,Stasi Museum
europe/germany/berlin/checkpoint_charlie_museum.md,museum,4,Checkpoint Charlie Museum
europe/germany/berlin/bode_museum.md,museum,4,Bode Museum
europe/germany/berlin/broehan_museum.md,museum,3,Bröhan Museum
europe/germany/berlin/kreuzberg_museum.md,museum,2,Kreuzberg Museum
europe/germany/berlin/markisches_museum.md,museum,3,Märkisches Museum
europe/germany/berlin/domaene_dahlem.md,museum,2,Domäne Dahlem
europe/germany/berlin/brandenburg_gate.md,sight,5,Brandenburg Gate
europe/germany/berlin/memorial_to_the_murdered_jews_of_europe.md,sight,5,Memorial to the Murdered Jews of Europe
europe/germany/berlin/east_side_gallery.md,sight,4,East Side Gallery
europe/germany/berlin/olympiastadion.md,sight,3,Olympiastadion
europe/germany/berlin/oberbaumbruecke.md,sight,3,Oberbaumbrücke
europe/germany/berlin/viktoriapark.md,sight,2,Viktoriapark
europe/germany/berlin/reichstag.md,architecture,5,Reichstag
europe/germany/berlin/karl_marx_allee.md,architecture,4,Karl-Marx-Allee
europe/germany/berlin/kulturbrauerei.md,architecture,3,Kulturbrauerei
europe/germany/berlin/brandenburg_gate.md,landmark,5,Brandenburg Gate
europe/germany/berlin/memorial_to_the_murdered_jews_of_europe.md,landmark,5,Memorial to the Murdered Jews of Europe
europe/germany/berlin/reichstag.md,landmark,4,Reichstag
europe/netherlands/amsterdam/anne_frank_house.md,museum,5,Anne Frank House
europe/netherlands/amsterdam/verzetsmuseum.md,museum,4,Verzetsmuseum (Resistance Museum)
europe/netherlands/amsterdam/our_lord_in_the_attic.md,museum,4,Our Lord in the Attic
europe/netherlands/amsterdam/six_collection.md,museum,4,Six Collection
europe/netherlands/amsterdam/amsterdam_museum.md,museum,3,Amsterdam Museum
europe/netherlands/amsterdam/micropia.md,museum,3,Micropia
europe/netherlands/amsterdam/straat.md,museum,3,STRAAT
europe/netherlands/amsterdam/electric_ladyland.md,museum,2,Electric Ladyland
europe/netherlands/amsterdam/museum_het_schip.md,architecture,4,Museum Het Schip
europe/netherlands/amsterdam/theater_tuschinski.md,architecture,4,Theater Tuschinski
europe/netherlands/amsterdam/westerpark.md,park,3,Westerpark
europe/austria/vienna/kunsthistorisches_museum.md,museum,5,Kunsthistorisches Museum
europe/austria/vienna/belvedere_palace.md,museum,5,Belvedere Palace
europe/austria/vienna/albertina.md,museum,5,Albertina
europe/austria/vienna/hofburg_palace.md,museum,5,Hofburg Palace
europe/austria/vienna/leopold_museum.md,museum,4,Leopold Museum
europe/austria/vienna/klosterneuburg_abbey.md,museum,4,Klosterneuburg Abbey
europe/austria/vienna/haus_der_musik.md,museum,3,Haus der Musik
europe/austria/vienna/josephinum.md,museum,3,Josephinum
europe/austria/vienna/dom_museum.md,museum,3,Dom Museum
europe/austria/vienna/mozarthaus.md,museum,3,Mozarthaus
europe/austria/vienna/karlskirche.md,architecture,5,Karlskirche
europe/austria/vienna/belvedere_palace.md,architecture,5,Belvedere Palace
europe/austria/vienna/hofburg_palace.md,architecture,4,Hofburg Palace
europe/austria/vienna/hundertwasserhaus.md,architecture,4,Hundertwasserhaus
europe/austria/vienna/loos_american_bar.md,architecture,4,Loos American Bar
europe/austria/vienna/klosterneuburg_abbey.md,architecture,4,Klosterneuburg Abbey
europe/austria/vienna/hofburg_palace.md,landmark,5,Hofburg Palace
europe/austria/vienna/belvedere_palace.md,landmark,5,Belvedere Palace
europe/austria/vienna/karlskirche.md,landmark,4,Karlskirche
europe/austria/vienna/karmelitermarkt.md,market,4,Karmelitermarkt
europe/czechrepublic/prague/old_town_square.md,sight,5,Old Town Square
europe/czechrepublic/prague/charles_bridge.md,sight,5,Charles Bridge
europe/czechrepublic/prague/prague_castle.md,sight,5,Prague Castle
europe/czechrepublic/prague/jewish_quarter.md,sight,5,Jewish Quarter
europe/czechrepublic/prague/vyšehrad.md,sight,3,Vyšehrad
europe/czechrepublic/prague/prague_castle.md,landmark,5,Prague Castle
europe/czechrepublic/prague/charles_bridge.md,landmark,4,Charles Bridge
europe/hungary/budapest/szechenyi_baths.md,sight,5,Széchenyi Baths
europe/hungary/budapest/ruin_bars.md,bar,5,Ruin Bars
europe/hungary/budapest/great_market_hall.md,market,5,Great Market Hall
europe/hungary/budapest/hungarian_parliament.md,landmark,5,Hungarian Parliament Building
europe/hungary/budapest/fishermans_bastion.md,sight,4,Fisherman's Bastion
europe/hungary/budapest/buda_castle.md,landmark,4,Buda Castle
europe/portugal/lisbon/time_out_market.md,market,5,Time Out Market
europe/portugal/lisbon/lx_factory.md,market,4,LX Factory
europe/portugal/lisbon/feira_da_ladra.md,market,4,Feira da Ladra
europe/portugal/lisbon/pasteis_de_belem.md,restaurant,5,Pastéis de Belém
europe/portugal/lisbon/cervejaria_ramiro.md,restaurant,5,Cervejaria Ramiro
europe/portugal/lisbon/taberna_da_rua_das_flores.md,restaurant,4,Taberna da Rua das Flores
europe/portugal/lisbon/belem_tower.md,landmark,5,Belém Tower
europe/portugal/lisbon/jeronimos_monastery.md,landmark,5,Jerónimos Monastery
europe/portugal/lisbon/jeronimos_monastery.md,architecture,5,Jerónimos Monastery
europe/portugal/lisbon/castelo_de_sao_jorge.md,historic,4,Castelo de São Jorge
europe/italy/tuscany/florence/uffizi_gallery.md,museum,5,Uffizi Gallery
europe/italy/tuscany/florence/galleria_dellaccademia.md,museum,5,Accademia Gallery
europe/italy/tuscany/florence/bargello.md,museum,4,Bargello
europe/italy/tuscany/florence/museo_dell_opera.md,museum,4,Museo dell'Opera del Duomo
europe/italy/tuscany/florence/santa_croce.md,church,5,Santa Croce
europe/italy/tuscany/florence/duomo.md,landmark,5,Florence Cathedral (Duomo)
europe/italy/tuscany/florence/ponte_vecchio.md,sight,5,Ponte Vecchio
europe/italy/tuscany/florence/piazza_della_signoria.md,sight,4,Piazza della Signoria
europe/italy/veneto/venice/st_marks_basilica.md,church,5,St Mark's Basilica
europe/italy/veneto/venice/doges_palace.md,museum,5,Doge's Palace
europe/italy/veneto/venice/peggy_guggenheim.md,museum,5,Peggy Guggenheim Collection
europe/italy/veneto/venice/frari.md,church,4,Santa Maria Gloriosa dei Frari
europe/italy/veneto/venice/rialto_market.md,market,5,Rialto Market
europe/italy/veneto/venice/harry_cipriani.md,bar,4,Harry's Bar Cipriani
europe/italy/veneto/venice/st_marks_basilica.md,landmark,5,St Mark's Basilica
europe/italy/veneto/venice/grand_canal.md,sight,5,Grand Canal
europe/denmark/copenhagen/noma.md,restaurant,5,Noma
europe/denmark/copenhagen/geranium.md,restaurant,5,Geranium
europe/denmark/copenhagen/hart_bageri.md,restaurant,4,Hart Bageri
europe/denmark/copenhagen/torvehallerne.md,market,5,Torvehallerne
europe/denmark/copenhagen/tivoli.md,sight,5,Tivoli Gardens
europe/denmark/copenhagen/ny_carlsberg_glyptotek.md,museum,5,Ny Carlsberg Glyptotek
europe/denmark/copenhagen/statens_museum_for_kunst.md,museum,4,Statens Museum for Kunst
europe/denmark/copenhagen/nationalmuseet.md,museum,4,Nationalmuseet
europe/sweden/stockholm/vasa_museum.md,museum,5,Vasa Museum
europe/sweden/stockholm/skansen.md,museum,4,Skansen
europe/sweden/stockholm/abba_museum.md,museum,3,ABBA Museum
europe/sweden/stockholm/gamla_stan.md,sight,5,Gamla Stan
europe/sweden/stockholm/fotografiska.md,museum,4,Fotografiska
europe/sweden/stockholm/moderna_museet.md,museum,4,Moderna Museet
europe/sweden/stockholm/oyster_bar.md,restaurant,4,Oyster Bar
europe/poland/krakow/auschwitz_birkenau.md,historic,5,Auschwitz-Birkenau
europe/poland/krakow/wawel_castle.md,landmark,5,Wawel Castle
europe/poland/krakow/main_market_square.md,sight,5,Main Market Square
europe/poland/krakow/cloth_hall.md,market,4,Cloth Hall
europe/poland/krakow/kazimierz.md,neighbourhood,4,Kazimierz
europe/poland/krakow/old_synagogue.md,museum,4,Old Synagogue
europe/russia/moscow/red_square_krasna.md,sight,5,Red Square
europe/russia/moscow/tretyakov_gallery.md,museum,5,Tretyakov Gallery
europe/russia/moscow/st_basils_cathedral.md,church,5,St Basil's Cathedral
europe/russia/moscow/the_kremlin.md,landmark,5,Moscow Kremlin
europe/russia/moscow/pushkin_museum.md,museum,4,Pushkin Museum of Fine Arts
asia/turkey/istanbul/hagia_sofia.md,landmark,5,Hagia Sophia
asia/turkey/istanbul/topkapi_palace.md,landmark,5,Topkapı Palace
asia/turkey/istanbul/grand_bazaar.md,market,5,Grand Bazaar
asia/turkey/istanbul/spice_bazaar.md,market,5,Spice Bazaar
asia/turkey/istanbul/blue_mosque.md,church,5,Blue Mosque
asia/turkey/istanbul/kariye_mosque.md,church,4,Chora Church
asia/turkey/istanbul/bosphorus.md,sight,5,Bosphorus
asia/turkey/istanbul/karakoy_gulluoglu.md,restaurant,4,Karaköy Güllüoğlu
asia/turkey/istanbul/mikla.md,restaurant,5,Mikla
asia/turkey/istanbul/ciya_sofrasi.md,restaurant,5,Çiya Sofrası
asia/japan/tokyo/tsukiji_outer_market.md,market,5,Tsukiji Outer Market
asia/japan/tokyo/senso_ji.md,sight,5,Sensō-ji Temple
asia/japan/tokyo/teamlab.md,museum,4,teamLab Borderless
asia/japan/tokyo/edo_tokyo_museum.md,museum,4,Edo-Tokyo Museum
asia/japan/tokyo/meiji_shrine.md,sight,4,Meiji Shrine
asia/japan/tokyo/shinjuku_golden_gai.md,bar,5,Shinjuku Golden Gai
asia/japan/tokyo/ueno_park.md,park,4,Ueno Park
asia/japan/honshu/kyoto/fushimi_inari.md,sight,5,Fushimi Inari Taisha
asia/japan/honshu/kyoto/kinkakuji.md,sight,5,Kinkaku-ji (Golden Pavilion)
asia/japan/honshu/kyoto/nishiki_market.md,market,5,Nishiki Market
asia/japan/honshu/kyoto/arashiyama.md,sight,5,Arashiyama Bamboo Grove
asia/japan/honshu/kyoto/gion.md,neighbourhood,5,Gion
asia/japan/honshu/kyoto/pontocho.md,neighbourhood,4,Pontocho Alley
asia/japan/honshu/kyoto/kyoto_national_museum.md,museum,4,Kyoto National Museum
asia/thailand/bangkok/grand_palace.md,landmark,5,Grand Palace
asia/thailand/bangkok/wat_pho.md,sight,5,Wat Pho
asia/thailand/bangkok/chatuchak_market.md,market,5,Chatuchak Weekend Market
asia/thailand/bangkok/jay_fai.md,restaurant,5,Jay Fai
asia/thailand/bangkok/or_tor_kor_market.md,market,4,Or Tor Kor Market
asia/thailand/bangkok/wat_arun.md,sight,4,Wat Arun
asia/thailand/bangkok/nahm.md,restaurant,5,Nahm
asia/vietnam/hanoi/hoan_kiem_lake.md,sight,4,Hoan Kiem Lake
asia/vietnam/hanoi/old_quarter.md,neighbourhood,5,Old Quarter
asia/vietnam/hanoi/hoa_lo_prison.md,museum,4,Hoa Lo Prison (Hanoi Hilton)
asia/vietnam/hanoi/vietnam_museum_of_ethnology.md,museum,5,Vietnam Museum of Ethnology
asia/vietnam/hanoi/bun_cha_huong_lien.md,restaurant,4,Bún Chả Hương Liên
asia/vietnam/hanoi/cha_ca_la_vong.md,restaurant,5,Chả Cá Lã Vọng
asia/vietnam/hanoi/dong_xuan_market.md,market,4,Đồng Xuân Market
asia/china/beijing/forbidden_city.md,landmark,5,Forbidden City
asia/china/beijing/great_wall.md,landmark,5,Great Wall
asia/china/beijing/temple_of_heaven.md,sight,5,Temple of Heaven
asia/china/beijing/summer_palace.md,sight,4,Summer Palace
asia/china/beijing/palace_museum.md,museum,5,Palace Museum (Forbidden City)
asia/china/beijing/798_art_district.md,neighbourhood,4,798 Art District
asia/china/beijing/capital_museum.md,museum,3,Capital Museum
asia/china/beijing/peking_duck_da_dong.md,restaurant,5,Da Dong Roast Duck
asia/china/shanghai/the_bund.md,sight,5,The Bund
asia/china/shanghai/yuyuan_garden.md,sight,4,Yu Garden
asia/china/shanghai/shanghai_museum.md,museum,5,Shanghai Museum
asia/china/shanghai/french_concession.md,neighbourhood,5,French Concession
asia/china/shanghai/din_tai_fung.md,restaurant,4,Din Tai Fung
africa/egypt/cairo/pyramids.md,landmark,5,Pyramids of Giza
africa/egypt/cairo/egyptian_museum.md,museum,5,Egyptian Museum
africa/egypt/cairo/khan_el_khalili.md,market,5,Khan el-Khalili
africa/egypt/cairo/ibn_tulun_mosque.md,church,4,Ibn Tulun Mosque
africa/egypt/cairo/coptic_cairo.md,historic,4,Coptic Cairo
africa/egypt/cairo/national_museum_of_egyptian_civilization.md,museum,4,National Museum of Egyptian Civilization
africa/southafrica/capetown/table_mountain.md,landmark,5,Table Mountain
africa/southafrica/capetown/robben_island.md,historic,5,Robben Island
africa/southafrica/capetown/kirstenbosch.md,park,5,Kirstenbosch National Botanical Garden
africa/southafrica/capetown/bo_kaap.md,neighbourhood,4,Bo-Kaap
africa/southafrica/capetown/old_biscuit_mill.md,market,5,Old Biscuit Mill
africa/southafrica/capetown/the_test_kitchen.md,restaurant,5,The Test Kitchen
africa/southafrica/capetown/la_colombe.md,restaurant,5,La Colombe
africa/southafrica/capetown/v_and_a_waterfront.md,sight,3,V&A Waterfront
northamerica/unitedstates/newyorkstate/newyork/moma.md,museum,5,MoMA
northamerica/unitedstates/newyorkstate/newyork/metropolitan_museum.md,museum,5,Metropolitan Museum of Art
northamerica/unitedstates/newyorkstate/newyork/natural_history_museum.md,museum,5,American Museum of Natural History
northamerica/unitedstates/newyorkstate/newyork/whitney_museum.md,museum,4,Whitney Museum of American Art
northamerica/unitedstates/newyorkstate/newyork/central_park.md,park,5,Central Park
northamerica/unitedstates/newyorkstate/newyork/brooklyn_bridge.md,sight,5,Brooklyn Bridge
northamerica/unitedstates/newyorkstate/newyork/highline.md,sight,4,The High Line
